LEGAL COUNSEL AND PROSECUTION,F
LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,F
LESSORS OF OTHER REAL ESTATE PROPERTY,F
LIBRARIES AND ARCHIVES,F
LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,F
LOCAL MESSENGERS AND LOCAL DELIVERY,F
LOCKSMITHS,F
"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",F
MACHINE SHOPS,F
MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,F
MACHINE TOOL MANUFACTURING,F
MAJOR HOUSEHOLD APPLIANCE MANUFACTURING,F
MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,F
MARINAS,F
MARINE CARGO HANDLING,F
MARKETING CONSULTING SERVICES,F
MARKETING RESEARCH AND PUBLIC OPINION POLLING,F
MASONRY CONTRACTORS,F
MATERIALS RECOVERY FACILITIES,F
MATTRESS MANUFACTURING,F
"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",F
MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,F
MEDICAL LABORATORIES,F
"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",F
MEDICINAL AND BOTANICAL MANUFACTURING,F
MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,F
MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,F
MEN'S CLOTHING STORES,F
METAL HOUSEHOLD FURNITURE MANUFACTURING,F
"METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",F
METAL TANK (HEAVY GAUGE) MANUFACTURING,F
METAL WINDOW AND DOOR MANUFACTURING,F
"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",F
MINERAL WOOL MANUFACTURING,F
MISCELLANEOUS INTERMEDIATION,F
MIXED MODE TRANSIT SYSTEMS,F
MOBILE FOOD SERVICES,F
MORTGAGE AND NONMORTGAGE LOAN BROKERS,F
MOTION PICTURE AND VIDEO DISTRIBUTION,F
MOTION PICTURE AND VIDEO PRODUCTION,F
MOTOR AND GENERATOR MANUFACTURING,F
MOTOR VEHICLE BODY MANUFACTURING,F
MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,F
MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,F
MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,F
MOTOR VEHICLE METAL STAMPING,F
MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,F
MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS,F
MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,F
MUSEUMS,F
NATIONAL SECURITY,F
NATURAL GAS DISTRIBUTION,F
NATURAL GAS EXTRACTION,F
NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,F
NAVIGATIONAL SERVICES TO SHIPPING,F
NEW HOUSING FOR-SALE BUILDERS,F
NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),F
NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),F
NEWSPAPER PUBLISHERS,F
NONCHOCOLATE CONFECTIONERY MANUFACTURING,F
NONFERROUS FORGING,F
NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING AND REFINING,F
"NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",F
NONRESIDENTIAL PROPERTY MANAGERS,F
NONSCHEDULED CHARTERED FREIGHT AIR TRANSPORTATION,F
NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,F
NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,F
NONWOVEN FABRIC MILLS,F
NURSERY AND TREE PRODUCTION,F
NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),F
OFFICE ADMINISTRATIVE SERVICES,F
OFFICE EQUIPMENT MERCHANT WHOLESALERS,F
OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,F
OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,F
OFFICE MACHINERY MANUFACTURING,F
OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,F
OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,F
OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,F
OFFICES OF CHIROPRACTORS,F
OFFICES OF DENTISTS,F
OFFICES OF LAWYERS,F
OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),F
OFFICES OF OPTOMETRISTS,F
"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",F
OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),F
"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",F
OFFICES OF REAL ESTATE AGENTS AND BROKERS,F
OFFICES OF REAL ESTATE APPRAISERS,F
OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,F
OPHTHALMIC GOODS MANUFACTURING,F
OPTICAL GOODS STORES,F
OPTICAL INSTRUMENT AND LENS MANUFACTURING,F
OTHER ACCOUNTING SERVICES,F
OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,F
OTHER ACTIVITIES RELATED TO REAL ESTATE,F
OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,F
"OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING",F
OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,F
OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,F
OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS),F
OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,F
OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,F
OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,F
OTHER COMMERCIAL PRINTING,F
OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,F
OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,F
OTHER COMMUNITY HOUSING SERVICES,F
OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,F
OTHER COMPUTER RELATED SERVICES,F
OTHER CONCRETE PRODUCT MANUFACTURING,F
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,F
OTHER CUT AND SEW APPAREL MANUFACTURING,F
OTHER ELECTRIC POWER GENERATION,F
OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,F
OTHER ELECTRONIC COMPONENT MANUFACTURING,F
OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS,F
OTHER ENGINE EQUIPMENT MANUFACTURING,F
OTHER FABRICATED WIRE PRODUCT MANUFACTURING,F
OTHER GENERAL GOVERNMENT SUPPORT,F
OTHER GRANTMAKING AND GIVING SERVICES,F
OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,F
OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,F
OTHER INDIVIDUAL AND FAMILY SERVICES,F
OTHER INDUSTRIAL MACHINERY MANUFACTURING,F
"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",F
OTHER LIGHTING EQUIPMENT MANUFACTURING,F
OTHER MANAGEMENT CONSULTING SERVICES,F
OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,F
OTHER METAL CONTAINER MANUFACTURING,F
OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,F
OTHER MOTOR VEHICLE PARTS MANUFACTURING,F
OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),F
OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,F
OTHER NONSCHEDULED AIR TRANSPORTATION,F
OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,F
OTHER PERSONAL CARE SERVICES,F
OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING,F
OTHER RESIDENTIAL CARE FACILITIES,F
OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,F
OTHER SERVICES RELATED TO ADVERTISING,F
OTHER SNACK FOOD MANUFACTURING,F
OTHER SOUND RECORDING INDUSTRIES,F
OTHER SPECTATOR SPORTS,F
OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,F
OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,F
OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,F
OTHER TECHNICAL AND TRADE SCHOOLS,F
OTHER WAREHOUSING AND STORAGE,F
OTHER WASTE COLLECTION,F
OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,F
"OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",F
PACKAGING AND LABELING SERVICES,F
PACKAGING MACHINERY MANUFACTURING,F
PACKING AND CRATING,F
PAINT AND COATING MANUFACTURING,F
PAINTING AND WALL COVERING CONTRACTORS,F
PAPER (EXCEPT NEWSPRINT) MILLS,F
PAPER BAG AND COATED AND TREATED PAPER MANUFACTURING,F
PASSENGER CAR LEASING,F
PASSENGER CAR RENTAL,F
PAYROLL SERVICES,F
PERIODICAL PUBLISHERS,F
PERISHABLE PREPARED FOOD MANUFACTURING,F
PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING,F
PET CARE (EXCEPT VETERINARY) SERVICES,F
PETROLEUM BULK STATIONS AND TERMINALS,F
PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,F
PETROLEUM REFINERIES,F
PHARMACEUTICAL PREPARATION MANUFACTURING,F
PHARMACIES AND DRUG STORES,F
PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,F
"PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",F
PLASTICS BAG MANUFACTURING,F
PLASTICS MATERIAL AND RESIN MANUFACTURING,F
PLASTICS PIPE AND PIPE FITTING MANUFACTURING,F
PLATE WORK MANUFACTURING,F
PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,F
"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",F
POLICE PROTECTION,F
POLISH AND OTHER SANITATION GOOD MANUFACTURING,F
PORT AND HARBOR OPERATIONS,F
PORTFOLIO MANAGEMENT,F
POSTAL SERVICE,F
POULTRY PROCESSING,F
POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS,F
POWDER METALLURGY PART MANUFACTURING,F
POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION,F
POWER BOILER AND HEAT EXCHANGER MANUFACTURING,F
"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",F
PRECISION TURNED PRODUCT MANUFACTURING,F
PRIMARY BATTERY MANUFACTURING,F
PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,F
PRINTING INK MANUFACTURING,F
PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,F
PRIVATE MAIL CENTERS,F
"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",F
PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,F
PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES),F
PROFESSIONAL ORGANIZATIONS,F
"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",F
PUBLIC RELATIONS AGENCIES,F
PUMP AND PUMPING EQUIPMENT MANUFACTURING,F
RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,F
RADIO NETWORKS,F
RAILROAD ROLLING STOCK MANUFACTURING,F
RECREATIONAL VEHICLE DEALERS,F
REFRIGERATED WAREHOUSING AND STORAGE,F
"REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",F
REINSURANCE CARRIERS,F
RELAY AND INDUSTRIAL CONTROL MANUFACTURING,F
REMEDIATION SERVICES,F
RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,F
RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),F
RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY,F
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",F
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",F
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",F
RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F
